ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
631308;1;20.12.2021;01.12.2020;414000;1;3;;;;;18.03.2022;18.03.2022;1;5
631826;1;04.01.2022;17.06.2021;392000;1;3;;;;;04.01.2022;04.01.2022;1;5
632029;1;10.01.2022;20.09.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
632053;1;10.01.2022;22.10.2021;110000;0;;;;;;10.01.2022;10.01.2022;1;5
632056;1;10.01.2022;18.10.2021;3500;0;;;;;;10.01.2022;10.01.2022;1;5
632060;1;10.01.2022;11.01.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
632061;1;10.01.2022;30.09.2021;2500;0;;;;;;10.01.2022;10.01.2022;1;5
632083;1;10.01.2022;10.11.2021;150;0;;;;;;10.01.2022;10.01.2022;1;5
632088;1;10.01.2022;08.11.2021;62000;0;;;;;;10.01.2022;10.01.2022;1;5
632092;1;10.01.2022;11.11.2021;325000;0;;;;;;10.01.2022;10.01.2022;1;5
632096;1;10.01.2022;15.11.2021;47000;0;;;;;;10.01.2022;10.01.2022;1;5
632105;1;10.01.2022;19.10.2021;145000;0;;;;;;10.01.2022;10.01.2022;1;5
632122;1;10.01.2022;29.10.2021;80000;0;;;;;;10.01.2022;10.01.2022;1;5
632131;1;10.01.2022;04.08.2021;739,38;0;;;;;;10.01.2022;10.01.2022;1;5
632138;1;10.01.2022;13.09.2021;697,48;0;;;;;;10.01.2022;10.01.2022;1;5
632156;1;10.01.2022;28.09.2021;475349,93;0;;;;;;10.01.2022;10.01.2022;1;5
632170;1;10.01.2022;15.11.2021;10000;0;;;;;;10.01.2022;10.01.2022;1;5
632177;1;10.01.2022;10.11.2021;104000;0;;;;;;10.01.2022;10.01.2022;1;5
632194;1;10.01.2022;17.09.2021;1225,6;0;;;;;;10.01.2022;10.01.2022;1;5
632224;1;10.01.2022;11.10.2021;35000;0;;;;;;10.01.2022;10.01.2022;1;5
632228;1;10.01.2022;15.11.2021;100000;0;;;;;;10.01.2022;10.01.2022;1;5
632236;1;10.01.2022;17.11.2021;220000;0;;;;;;10.01.2022;10.01.2022;1;5
632261;1;10.01.2022;11.11.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
632282;1;10.01.2022;18.11.2021;150000;0;;;;;;10.01.2022;10.01.2022;1;5
632293;1;10.01.2022;10.11.2021;420000;0;;;;;;10.01.2022;10.01.2022;1;5
632311;1;10.01.2022;04.11.2021;185000;0;;;;;;10.01.2022;10.01.2022;1;5
632332;1;10.01.2022;09.11.2021;955,5;0;;;;;;10.01.2022;10.01.2022;1;5
632346;1;10.01.2022;19.11.2021;2661,12;0;;;;;;10.01.2022;10.01.2022;1;5
632350;1;10.01.2022;22.11.2021;72500;0;;;;;;10.01.2022;10.01.2022;1;5
632355;1;10.01.2022;06.10.2021;14570;0;;;;;;10.01.2022;10.01.2022;1;5
632373;1;10.01.2022;24.11.2021;16000;0;;;;;;10.01.2022;10.01.2022;1;5
632403;1;10.01.2022;19.11.2021;11100;0;;;;;;10.01.2022;10.01.2022;1;5
632419;1;10.01.2022;31.08.2021;88000;0;;;;;;10.01.2022;10.01.2022;1;5
632427;1;10.01.2022;18.11.2021;4300;0;;;;;;10.01.2022;10.01.2022;1;5
632449;1;10.01.2022;17.11.2021;149000;0;;;;;;10.01.2022;10.01.2022;1;5
632466;1;10.01.2022;17.11.2021;77046,27;0;;;;;;10.01.2022;10.01.2022;1;5
632472;1;10.01.2022;19.11.2021;65000;0;;;;;;10.01.2022;10.01.2022;1;5
632491;1;10.01.2022;26.11.2021;2200;0;;;;;;10.01.2022;10.01.2022;1;5
632502;1;10.01.2022;22.09.2021;6416;0;;;;;;10.01.2022;10.01.2022;1;5
632549;1;10.01.2022;08.11.2021;60000;0;;;;;;10.01.2022;10.01.2022;1;5
632559;1;10.01.2022;25.10.2021;1140;0;;;;;;10.01.2022;10.01.2022;1;5
632560;1;10.01.2022;21.10.2021;2000;0;;;;;;10.01.2022;10.01.2022;1;5
632575;1;10.01.2022;25.11.2021;917000;0;;;;;;10.01.2022;10.01.2022;1;5
632579;1;10.01.2022;12.11.2021;230000;0;;;;;;10.01.2022;10.01.2022;1;5
632583;1;10.01.2022;08.11.2021;1700;0;;;;;;10.01.2022;10.01.2022;1;5
632586;1;10.01.2022;29.11.2021;130000;0;;;;;;10.01.2022;10.01.2022;1;5
632587;1;10.01.2022;23.11.2021;14850;0;;;;;;10.01.2022;10.01.2022;1;5
632588;1;10.01.2022;25.11.2021;252980;0;;;;;;10.01.2022;10.01.2022;1;5
632624;1;10.01.2022;12.11.2021;4000;0;;;;;;10.01.2022;10.01.2022;1;5
632625;1;10.01.2022;28.10.2021;760;0;;;;;;10.01.2022;10.01.2022;1;5
632633;1;10.01.2022;26.11.2020;4000;0;;;;;;10.01.2022;10.01.2022;1;5
632652;1;10.01.2022;22.11.2021;54248,04;0;;;;;;10.01.2022;10.01.2022;1;5
632658;1;10.01.2022;25.11.2021;233000;0;;;;;;10.01.2022;10.01.2022;1;5
632679;1;10.01.2022;02.12.2021;162000;0;;;;;;10.01.2022;10.01.2022;1;5
632701;1;10.01.2022;01.12.2021;300;0;;;;;;10.01.2022;10.01.2022;1;5
632707;1;10.01.2022;23.11.2021;1750;0;;;;;;10.01.2022;10.01.2022;1;5
632711;1;10.01.2022;16.11.2021;7640;0;;;;;;10.01.2022;10.01.2022;1;5
632714;1;10.01.2022;30.11.2021;163000;0;;;;;;10.01.2022;10.01.2022;1;5
632724;1;10.01.2022;17.11.2021;167500;0;;;;;;10.01.2022;10.01.2022;1;5
632725;1;10.01.2022;15.11.2021;95000;0;;;;;;10.01.2022;10.01.2022;1;5
632754;1;10.01.2022;12.11.2021;13090;0;;;;;;10.01.2022;10.01.2022;1;5
632761;1;10.01.2022;02.12.2021;107000;0;;;;;;10.01.2022;10.01.2022;1;5
632771;1;10.01.2022;01.12.2021;9133;0;;;;;;10.01.2022;10.01.2022;1;5
632777;1;10.01.2022;01.12.2021;960;0;;;;;;10.01.2022;10.01.2022;1;5
632788;1;10.01.2022;30.11.2021;340000;0;;;;;;10.01.2022;10.01.2022;1;5
632795;1;10.01.2022;15.11.2021;5320;0;;;;;;10.01.2022;10.01.2022;1;5
632815;1;10.01.2022;18.11.2021;16400;0;;;;;;10.01.2022;10.01.2022;1;5
632827;1;10.01.2022;29.11.2021;485000;0;;;;;;10.01.2022;10.01.2022;1;5
632832;1;10.01.2022;03.12.2021;45000;0;;;;;;10.01.2022;10.01.2022;1;5
632836;1;10.01.2022;06.12.2021;67000;0;;;;;;10.01.2022;10.01.2022;1;5
632884;1;10.01.2022;30.11.2021;200000;0;;;;;;10.01.2022;10.01.2022;1;5
632921;1;10.01.2022;02.12.2021;1800;0;;;;;;10.01.2022;10.01.2022;1;5
632929;1;10.01.2022;29.11.2021;30000;0;;;;;;10.01.2022;10.01.2022;1;5
632945;1;10.01.2022;16.11.2021;3500;0;;;;;;10.01.2022;10.01.2022;1;5
632972;1;10.01.2022;20.11.2021;500;0;;;;;;10.01.2022;10.01.2022;1;5
632976;1;10.01.2022;06.12.2021;3700;0;;;;;;10.01.2022;10.01.2022;1;5
632985;1;10.01.2022;19.11.2021;47300;0;;;;;;10.01.2022;10.01.2022;1;5
633038;1;10.01.2022;08.12.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
633056;1;10.01.2022;06.12.2021;37822,5;0;;;;;;10.01.2022;10.01.2022;1;5
633059;1;10.01.2022;17.11.2021;30;0;;;;;;10.01.2022;10.01.2022;1;5
633080;1;10.01.2022;09.12.2021;158500;0;;;;;;10.01.2022;10.01.2022;1;5
633091;1;10.01.2022;08.12.2021;70000;0;;;;;;10.01.2022;10.01.2022;1;5
633097;1;10.01.2022;01.11.2021;26;0;;;;;;10.01.2022;10.01.2022;1;5
633103;1;10.01.2022;15.10.2021;12349;0;;;;;;10.01.2022;10.01.2022;1;5
633104;1;10.01.2022;08.12.2021;67;0;;;;;;10.01.2022;10.01.2022;1;5
633127;1;10.01.2022;27.11.2021;11000;0;;;;;;10.01.2022;10.01.2022;1;5
633139;1;10.01.2022;02.12.2021;110000;0;;;;;;10.01.2022;10.01.2022;1;5
633151;1;10.01.2022;10.12.2021;9000;0;;;;;;10.01.2022;10.01.2022;1;5
633155;1;10.01.2022;08.12.2021;126000;0;;;;;;10.01.2022;10.01.2022;1;5
633191;1;10.01.2022;09.12.2021;220000;0;;;;;;10.01.2022;10.01.2022;1;5
633319;1;10.01.2022;02.12.2021;60000;0;;;;;;10.01.2022;10.01.2022;1;5
633328;1;10.01.2022;02.12.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
633337;1;10.01.2022;13.12.2021;33000;0;;;;;;10.01.2022;10.01.2022;1;5
633371;1;10.01.2022;09.12.2021;214000;0;;;;;;10.01.2022;10.01.2022;1;5
633385;1;10.01.2022;14.12.2021;28000;0;;;;;;10.01.2022;10.01.2022;1;5
633386;1;10.01.2022;09.12.2021;239000;0;;;;;;10.01.2022;10.01.2022;1;5
633442;1;10.01.2022;16.12.2021;245000;0;;;;;;10.01.2022;10.01.2022;1;5
633447;1;10.01.2022;16.12.2021;1000000;0;;;;;;10.01.2022;10.01.2022;1;5
633459;1;10.01.2022;15.12.2021;225720;0;;;;;;10.01.2022;10.01.2022;1;5
633463;1;10.01.2022;14.09.2021;85000;0;;;;;;10.01.2022;10.01.2022;1;5
633474;1;10.01.2022;16.12.2021;8000;0;;;;;;10.01.2022;10.01.2022;1;5
633484;1;10.01.2022;09.12.2021;54000;0;;;;;;10.01.2022;10.01.2022;1;5
633496;1;10.01.2022;07.12.2021;34520;0;;;;;;10.01.2022;10.01.2022;1;5
633508;1;10.01.2022;25.11.2021;46800;0;;;;;;10.01.2022;10.01.2022;1;5
633537;1;10.01.2022;19.11.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
633556;1;10.01.2022;15.12.2021;157000;0;;;;;;10.01.2022;10.01.2022;1;5
633627;1;10.01.2022;15.12.2021;52000;0;;;;;;10.01.2022;10.01.2022;1;5
633682;1;10.01.2022;20.12.2021;80000;0;;;;;;10.01.2022;10.01.2022;1;5
633691;1;10.01.2022;20.12.2021;23000;0;;;;;;10.01.2022;10.01.2022;1;5
633705;1;10.01.2022;15.12.2021;184000;0;;;;;;10.01.2022;10.01.2022;1;5
633712;1;10.01.2022;11.10.2021;2920;0;;;;;;10.01.2022;10.01.2022;1;5
633723;2;10.01.2022;17.11.2021;48830;0;;;;;;10.01.2022;10.01.2022;1;5
633752;3;10.01.2022;03.12.2021;17454,5;0;;;;;;10.01.2022;10.01.2022;1;5
633781;3;10.01.2022;11.11.2021;1700;0;;;;;;10.01.2022;10.01.2022;1;5
633791;4;10.01.2022;11.11.2021;55000;0;;;;;;10.01.2022;10.01.2022;1;4
633798;4;10.01.2022;18.11.2021;4850,89;0;;;;;;10.01.2022;10.01.2022;1;4
633876;1;10.01.2022;28.10.2021;340000;0;;;;;;10.01.2022;10.01.2022;1;5
633884;1;10.01.2022;05.10.2021;178;0;;;;;;10.01.2022;10.01.2022;1;5
633910;1;10.01.2022;22.10.2021;8000;0;;;;;;10.01.2022;10.01.2022;1;5
633927;1;10.01.2022;11.10.2021;13000;0;;;;;;10.01.2022;10.01.2022;1;5
633936;1;10.01.2022;23.11.2021;148000;0;;;;;;10.01.2022;10.01.2022;1;5
633939;1;10.01.2022;06.10.2021;81000;0;;;;;;10.01.2022;10.01.2022;1;5
633972;1;10.01.2022;27.10.2021;23146,2;0;;;;;;10.01.2022;10.01.2022;1;5
634010;1;10.01.2022;17.11.2021;700000;0;;;;;;10.01.2022;10.01.2022;1;5
634013;1;10.01.2022;14.04.2021;9500;0;;;;;;10.01.2022;10.01.2022;1;5
634019;1;10.01.2022;25.11.2021;2070;0;;;;;;10.01.2022;10.01.2022;1;5
634070;1;10.01.2022;25.11.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
634078;1;10.01.2022;25.11.2021;65000;0;;;;;;10.01.2022;10.01.2022;1;5
634090;1;10.01.2022;26.11.2021;2027,5;0;;;;;;10.01.2022;10.01.2022;1;5
634151;1;10.01.2022;30.11.2021;2178;0;;;;;;10.01.2022;10.01.2022;1;5
634152;1;10.01.2022;27.10.2021;22000;0;;;;;;10.01.2022;10.01.2022;1;5
634171;1;10.01.2022;11.09.2021;231653,59;0;;;;;;10.01.2022;10.01.2022;1;5
634188;1;10.01.2022;29.11.2021;2000;0;;;;;;10.01.2022;10.01.2022;1;5
634189;1;10.01.2022;24.11.2021;137000;0;;;;;;10.01.2022;10.01.2022;1;5
634193;1;10.01.2022;30.11.2021;21375;0;;;;;;10.01.2022;10.01.2022;1;5
634221;1;10.01.2022;22.11.2021;22000;0;;;;;;10.01.2022;10.01.2022;1;5
634242;1;10.01.2022;30.11.2021;645000;0;;;;;;10.01.2022;10.01.2022;1;5
634246;1;10.01.2022;07.12.2021;100000;0;;;;;;10.01.2022;10.01.2022;1;5
634256;1;10.01.2022;07.12.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
634259;1;10.01.2022;03.12.2021;105000;0;;;;;;10.01.2022;10.01.2022;1;5
634264;1;10.01.2022;06.12.2021;30;0;;;;;;10.01.2022;10.01.2022;1;5
634307;1;10.01.2022;06.12.2021;39861,04;0;;;;;;10.01.2022;10.01.2022;1;5
634363;1;10.01.2022;07.12.2021;88160;0;;;;;;11.01.2022;10.01.2022;1;5
634368;1;10.01.2022;08.12.2021;34891;0;;;;;;11.01.2022;10.01.2022;1;5
634369;1;10.01.2022;20.10.2021;464000;0;;;;;;11.01.2022;10.01.2022;1;5
634370;1;10.01.2022;10.12.2021;70000;0;;;;;;11.01.2022;10.01.2022;1;5
634396;1;11.01.2022;13.12.2021;400000;0;;;;;;11.01.2022;11.01.2022;1;5
634416;1;11.01.2022;13.12.2021;185000;0;;;;;;11.01.2022;11.01.2022;1;5
634423;1;11.01.2022;08.12.2021;14000;0;;;;;;11.01.2022;11.01.2022;1;5
634437;1;11.01.2022;14.12.2021;2000;0;;;;;;11.01.2022;11.01.2022;1;5
634454;1;11.01.2022;13.12.2021;180;0;;;;;;11.01.2022;11.01.2022;1;5
634489;1;11.01.2022;20.12.2021;15000;0;;;;;;11.01.2022;11.01.2022;1;5
634508;1;11.01.2022;11.12.2021;27000;0;;;;;;11.01.2022;11.01.2022;1;5
634546;1;11.01.2022;11.10.2021;21000;0;;;;;;11.01.2022;11.01.2022;1;5
634600;1;11.01.2022;21.12.2021;37500;0;;;;;;11.01.2022;11.01.2022;1;5
634622;3;11.01.2022;09.11.2021;14612,5;0;;;;;;11.01.2022;11.01.2022;1;5
634638;3;11.01.2022;10.12.2021;27009;0;;;;;;11.01.2022;11.01.2022;1;5
634655;1;11.01.2022;07.10.2021;3966;0;;;;;;11.01.2022;11.01.2022;1;5
634680;1;11.01.2022;28.10.2021;50000;0;;;;;;11.01.2022;11.01.2022;1;5
634692;1;11.01.2022;04.11.2021;8000;0;;;;;;11.01.2022;11.01.2022;1;5
634704;1;11.01.2022;30.10.2021;12120;0;;;;;;11.01.2022;11.01.2022;1;5
634707;1;11.01.2022;09.11.2021;565000;0;;;;;;11.01.2022;11.01.2022;1;5
634740;1;11.01.2022;08.10.2021;10761;0;;;;;;11.01.2022;11.01.2022;1;5
634747;1;11.01.2022;16.11.2021;16000;0;;;;;;11.01.2022;11.01.2022;1;5
634752;1;11.01.2022;16.10.2021;2000;0;;;;;;11.01.2022;11.01.2022;1;5
634759;1;11.01.2022;07.10.2021;45536,4;0;;;;;;11.01.2022;11.01.2022;1;5
634763;1;11.01.2022;11.11.2021;29405;0;;;;;;11.01.2022;11.01.2022;1;5
634765;1;11.01.2022;25.10.2021;2041,91;0;;;;;;11.01.2022;11.01.2022;1;5
634790;1;11.01.2022;20.11.2021;14250;0;;;;;;11.01.2022;11.01.2022;1;5
634810;1;11.01.2022;19.11.2021;73000;0;;;;;;11.01.2022;11.01.2022;1;5
634820;1;11.01.2022;26.10.2021;28900;0;;;;;;11.01.2022;11.01.2022;1;5
634829;1;11.01.2022;22.11.2021;2624;0;;;;;;11.01.2022;11.01.2022;1;5
634836;1;11.01.2022;24.11.2021;200000;0;;;;;;11.01.2022;11.01.2022;1;5
634847;1;11.01.2022;09.09.2021;185000;0;;;;;;11.01.2022;11.01.2022;1;5
634882;1;11.01.2022;24.11.2021;20;0;;;;;;11.01.2022;11.01.2022;1;5
634883;1;11.01.2022;26.11.2021;60000;0;;;;;;11.01.2022;11.01.2022;1;5
634900;1;11.01.2022;15.11.2021;1300;0;;;;;;11.01.2022;11.01.2022;1;5
634941;1;11.01.2022;22.11.2021;1000;0;;;;;;11.01.2022;11.01.2022;1;5
634942;1;11.01.2022;15.11.2021;21500;0;;;;;;11.01.2022;11.01.2022;1;5
634963;1;11.01.2022;30.11.2021;95000;0;;;;;;11.01.2022;11.01.2022;1;5
634997;1;11.01.2022;29.11.2021;143000;0;;;;;;11.01.2022;11.01.2022;1;5
635006;1;11.01.2022;02.12.2021;70000;0;;;;;;11.01.2022;11.01.2022;1;5
635036;1;11.01.2022;23.11.2021;9793;0;;;;;;11.01.2022;11.01.2022;1;5
635048;1;11.01.2022;02.12.2021;175000;0;;;;;;11.01.2022;11.01.2022;1;5
635051;1;11.01.2022;30.11.2021;58000;0;;;;;;11.01.2022;11.01.2022;1;5
635057;1;11.01.2022;01.12.2021;10654,2;0;;;;;;11.01.2022;11.01.2022;1;5
635061;1;11.01.2022;30.11.2021;49000;0;;;;;;11.01.2022;11.01.2022;1;5
635072;1;11.01.2022;01.12.2021;18000;0;;;;;;11.01.2022;11.01.2022;1;5
635079;1;11.01.2022;01.12.2021;550;0;;;;;;11.01.2022;11.01.2022;1;5
635084;1;11.01.2022;06.12.2021;125000;0;;;;;;11.01.2022;11.01.2022;1;5
635097;1;11.01.2022;24.11.2021;32,25;0;;;;;;11.01.2022;11.01.2022;1;5
635103;1;11.01.2022;02.12.2021;60000;0;;;;;;11.01.2022;11.01.2022;1;5
635114;1;11.01.2022;02.12.2021;12607;0;;;;;;11.01.2022;11.01.2022;1;5
635131;1;11.01.2022;04.12.2021;130000;0;;;;;;11.01.2022;11.01.2022;1;5
635144;1;11.01.2022;02.12.2021;14000;0;;;;;;11.01.2022;11.01.2022;1;5
635178;1;11.01.2022;08.12.2021;170000;0;;;;;;11.01.2022;11.01.2022;1;5
635199;1;11.01.2022;29.11.2021;15000;0;;;;;;11.01.2022;11.01.2022;1;5
635200;1;11.01.2022;03.12.2021;15000;0;;;;;;11.01.2022;11.01.2022;1;5
635213;1;11.01.2022;10.12.2021;7000;0;;;;;;11.01.2022;11.01.2022;1;5
635235;1;11.01.2022;06.12.2021;960;0;;;;;;11.01.2022;11.01.2022;1;5
635240;1;11.01.2022;10.12.2021;95000;0;;;;;;11.01.2022;11.01.2022;1;5
635294;1;11.01.2022;18.11.2021;132000;0;;;;;;11.01.2022;11.01.2022;1;5
635300;1;11.01.2022;03.12.2021;42376;0;;;;;;11.01.2022;11.01.2022;1;5
635329;1;11.01.2022;10.12.2021;25000;0;;;;;;11.01.2022;11.01.2022;1;5
635339;1;11.01.2022;01.12.2021;40000;0;;;;;;11.01.2022;11.01.2022;1;5
635380;1;11.01.2022;15.12.2021;12022;0;;;;;;11.01.2022;11.01.2022;1;5
635393;1;11.01.2022;16.12.2021;1700;0;;;;;;11.01.2022;11.01.2022;1;5
635411;1;11.01.2022;15.12.2021;11968;0;;;;;;11.01.2022;11.01.2022;1;5
635412;1;11.01.2022;15.12.2021;90000;0;;;;;;11.01.2022;11.01.2022;1;5
635419;1;11.01.2022;18.12.2021;107960;0;;;;;;11.01.2022;11.01.2022;1;5
635456;1;11.01.2022;21.12.2021;45000;0;;;;;;11.01.2022;11.01.2022;1;5
635485;1;11.01.2022;29.11.2021;2869,5;0;;;;;;11.01.2022;11.01.2022;1;5
635495;1;11.01.2022;24.12.2021;57700;0;;;;;;11.01.2022;11.01.2022;1;5
635497;1;11.01.2022;17.12.2021;21518;0;;;;;;11.01.2022;11.01.2022;1;5
635516;2;11.01.2022;15.12.2021;7000;0;;;;;;11.01.2022;11.01.2022;1;5
635655;1;13.01.2022;21.12.2021;408189,32;1;3;;;;;13.01.2022;13.01.2022;1;5
635809;1;15.01.2022;29.12.2021;40827,3;1;4;;;;;15.01.2022;15.01.2022;1;5
636105;2;25.01.2022;14.12.2021;15250;1;4;;;;;25.01.2022;25.01.2022;1;5
636111;2;25.01.2022;17.11.2017;732;1;4;;;;;25.01.2022;25.01.2022;1;5
636118;2;25.01.2022;12.04.2019;1073,6;1;4;;;;;25.01.2022;25.01.2022;1;5
636122;2;25.01.2022;07.08.2020;740875,5;1;4;;;;;25.01.2022;25.01.2022;1;5
636210;1;27.01.2022;02.03.2021;90750;0;;;;;;27.01.2022;27.01.2022;1;5
636224;1;27.01.2022;09.03.2021;139000;0;;;;;;27.01.2022;27.01.2022;1;5
636321;1;01.02.2022;04.02.2021;194000;1;3;;;;;01.02.2022;01.02.2022;1;5
636343;1;01.02.2022;27.05.2020;128100;1;3;;;;;01.02.2022;01.02.2022;1;5
636347;1;01.02.2022;04.07.2020;87700;1;3;;;;;01.02.2022;01.02.2022;1;5
636443;1;03.02.2022;23.06.2020;187000;1;3;;;;;03.02.2022;03.02.2022;1;5
636451;1;03.02.2022;25.05.2020;99500;1;3;;;;;03.02.2022;03.02.2022;1;5
636458;2;03.02.2022;16.09.2021;15274,4;1;4;;;;;03.02.2022;03.02.2022;1;5
636557;1;09.02.2022;25.09.2020;143300;1;3;;;;;09.02.2022;09.02.2022;1;5
636561;1;09.02.2022;29.05.2020;87600;1;3;;;;;09.02.2022;09.02.2022;1;5
636586;1;09.02.2022;16.09.2020;269000;1;3;;;;;12.02.2022;09.02.2022;1;
636630;1;10.02.2022;23.09.2021;1500;0;;;;;;10.02.2022;10.02.2022;1;5
636669;1;10.02.2022;25.11.2021;105000;0;;;;;;10.02.2022;10.02.2022;1;5
636686;1;10.02.2022;24.11.2021;25000;0;;;;;;10.02.2022;10.02.2022;1;5
636779;1;10.02.2022;23.11.2021;44896;0;;;;;;10.02.2022;10.02.2022;1;5
636818;1;10.02.2022;10.12.2021;225400;0;;;;;;10.02.2022;10.02.2022;1;5
636827;1;10.02.2022;08.12.2021;2772;0;;;;;;10.02.2022;10.02.2022;1;5
636828;1;10.02.2022;09.12.2021;126000;0;;;;;;10.02.2022;10.02.2022;1;5
636860;1;10.02.2022;09.12.2021;205000;0;;;;;;10.02.2022;10.02.2022;1;5
636865;1;10.02.2022;14.12.2021;8000;0;;;;;;10.02.2022;10.02.2022;1;5
636887;1;10.02.2022;16.11.2021;20500;0;;;;;;10.02.2022;10.02.2022;1;5
636918;1;10.02.2022;16.12.2021;12000;0;;;;;;10.02.2022;10.02.2022;1;5
636937;1;10.02.2022;20.12.2021;4500;0;;;;;;10.02.2022;10.02.2022;1;5
636940;1;10.02.2022;20.12.2021;38612;0;;;;;;10.02.2022;10.02.2022;1;5
636943;1;10.02.2022;16.12.2021;70000;0;;;;;;10.02.2022;10.02.2022;1;5
636976;1;10.02.2022;02.12.2021;4341;0;;;;;;10.02.2022;10.02.2022;1;5
636977;1;10.02.2022;19.07.2021;200;0;;;;;;10.02.2022;10.02.2022;1;5
636995;1;10.02.2022;16.11.2021;600;0;;;;;;10.02.2022;10.02.2022;1;5
637005;1;10.02.2022;19.07.2021;3600;0;;;;;;10.02.2022;10.02.2022;1;5
637006;1;10.02.2022;24.11.2021;1500;0;;;;;;10.02.2022;10.02.2022;1;5
637007;1;10.02.2022;24.11.2021;1500;0;;;;;;10.02.2022;10.02.2022;1;5
637021;1;10.02.2022;08.12.2021;130000;0;;;;;;10.02.2022;10.02.2022;1;5
637032;1;10.02.2022;20.12.2021;90000;0;;;;;;10.02.2022;10.02.2022;1;5
637053;1;10.02.2022;13.12.2021;3508,8;0;;;;;;10.02.2022;10.02.2022;1;5
637071;1;10.02.2022;20.12.2021;125000;0;;;;;;10.02.2022;10.02.2022;1;5
637104;1;10.02.2022;24.11.2021;71500;0;;;;;;10.02.2022;10.02.2022;1;5
637111;1;10.02.2022;23.12.2021;3000;0;;;;;;10.02.2022;10.02.2022;1;5
637113;1;10.02.2022;20.12.2021;201000;0;;;;;;10.02.2022;10.02.2022;1;5
637120;1;10.02.2022;20.12.2021;55000;0;;;;;;10.02.2022;10.02.2022;1;5
637128;1;10.02.2022;11.11.2021;500;0;;;;;;10.02.2022;10.02.2022;1;5
637150;1;10.02.2022;14.12.2021;162000;0;;;;;;10.02.2022;10.02.2022;1;5
637167;1;10.02.2022;09.12.2021;17000;0;;;;;;10.02.2022;10.02.2022;1;5
637175;1;10.02.2022;23.12.2021;232000;0;;;;;;10.02.2022;10.02.2022;1;5
637177;1;10.02.2022;10.12.2021;1500;0;;;;;;10.02.2022;10.02.2022;1;5
637178;1;10.02.2022;23.12.2021;265000;0;;;;;;10.02.2022;10.02.2022;1;5
637213;1;10.02.2022;22.12.2021;192000;0;;;;;;10.02.2022;10.02.2022;1;5
637265;1;10.02.2022;23.12.2021;70000;0;;;;;;10.02.2022;10.02.2022;1;5
637277;1;10.02.2022;15.12.2021;11400;0;;;;;;10.02.2022;10.02.2022;1;5
637296;1;10.02.2022;08.12.2021;4250;0;;;;;;10.02.2022;10.02.2022;1;5
637299;1;10.02.2022;21.12.2021;180000;0;;;;;;10.02.2022;10.02.2022;1;5
637304;1;10.02.2022;23.12.2021;19000;0;;;;;;10.02.2022;10.02.2022;1;5
637311;1;10.02.2022;03.11.2021;8000;0;;;;;;10.02.2022;10.02.2022;1;5
637323;1;10.02.2022;28.12.2021;270000;0;;;;;;10.02.2022;10.02.2022;1;5
637410;1;10.02.2022;24.12.2021;4000;0;;;;;;10.02.2022;10.02.2022;1;5
637438;2;10.02.2022;24.12.2021;165750;0;;;;;;10.02.2022;10.02.2022;1;5
637453;1;10.02.2022;05.11.2021;1800;0;;;;;;10.02.2022;10.02.2022;1;5
637467;1;10.02.2022;31.12.2021;85000;0;;;;;;10.02.2022;10.02.2022;1;5
637479;1;10.02.2022;28.12.2021;4615;0;;;;;;10.02.2022;10.02.2022;1;5
637490;1;10.02.2022;21.06.2021;11500;0;;;;;;10.02.2022;10.02.2022;1;5
637502;2;10.02.2022;22.12.2021;85491,3;0;;;;;;10.02.2022;10.02.2022;1;5
637523;1;10.02.2022;07.12.2021;47120;0;;;;;;10.02.2022;10.02.2022;1;5
637527;1;10.02.2022;21.09.2021;15726;0;;;;;;10.02.2022;10.02.2022;1;5
637539;1;10.02.2022;03.12.2021;2000;0;;;;;;10.02.2022;10.02.2022;1;5
637563;1;10.02.2022;28.12.2021;50000;0;;;;;;10.02.2022;10.02.2022;1;5
637565;1;10.02.2022;16.12.2021;90000;0;;;;;;10.02.2022;10.02.2022;1;5
637568;1;10.02.2022;24.12.2021;30000;0;;;;;;10.02.2022;10.02.2022;1;5
637601;1;10.02.2022;26.12.2021;240000;0;;;;;;10.02.2022;10.02.2022;1;5
637622;1;10.02.2022;17.11.2021;15000;0;;;;;;10.02.2022;10.02.2022;1;5
637628;1;10.02.2022;05.11.2021;2921,1;0;;;;;;10.02.2022;10.02.2022;1;5
637633;4;10.02.2022;10.10.2021;3600;0;;;;;;10.02.2022;10.02.2022;1;4
637654;1;10.02.2022;27.09.2021;10000;0;;;;;;10.02.2022;10.02.2022;1;5
